ObjectID,GlobalID,Year,Event Name,Classification Status,Rating Status,Event Type,Initial Data Sources,Location Description,Province,Surveys Completed,Damage,Investigation initiated by NTP,Ground survey completed independently by NTP,Event Description,Web Map Link,Event Sub-Type,Damage Summary,Track Length (km),Maximum Path Width (m),Maximum Wind Speed (km/h),Time (Local),Parent Storm Type,EF-scale DI/DOD,Injuries,Concurrent Event,Unique ID,Mean Motion (from),Day,Month,Time (UTC),Local Time Zone,Fatalities,Damage Cost ($K),Event Summary Map Provided?,x,y
542,4c483204-6cb8-424c-8cf1-a4d866509a8c,2020,Kerwood,final_classification_completed,final_rating_completed,tornado_over_land,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated tornado location,Ontario,satellite,default_ef0,yes,,"Witnesses captured photos of a landspout tornado in the Kerwood area. With no damage reported or visible during satellite imagery review, event assessed as default EF0.",,,,,,,1650,Landspout,,,N/A,,,30,6,2050,EDT,0,,No,-81.763,42.9990000000001
543,90568186-74ca-4082-80c7-0728d52bd5a2,2020,Saint-Sebastien,final_classification_completed,final_rating_completed,tornado_over_land,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated tornado location,Quebec,satellite,default_ef0,,,"Witnesses in the Henryville area captured video and photos of tornado north of Saint-Sebastien. With no damage reported or visible during satellite imagery review, event assessed as default EF0.",,,,,,,1835,Landspout,,,N/A,,,28,6,2235,EDT,0,,No,-73.152,45.1370000000001
544,9d1488bd-e957-473e-8f11-5d7665d09087,2020,Weagamow Lake,final_classification_completed,final_rating_completed,downburst,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Damage area,Ontario,satellite,ef1,yes,,"Structural and tree damage reported in North Caribou Lake First Nation on Weagamow Lake. Event assessed as a downburst, causing EF1 damage (max. wind speed of 145 km/h). Satellite imagery review revealed visible damage in the community, extending further east over 15 km.",,,,,,145,1650,,C-T/DOD-5 (LB),,N/A,,,3,7,2150,CDT,,,No,-91.3441,52.9497
545,514ee900-593e-4c16-8f76-c40e7035da4c,2020,Glenbain,final_classification_completed,final_rating_completed,tornado_over_land,twitter_eg_ntp_hashtag,Estimated start of tornado,Saskatchewan,satellite,default_ef0,,,"Witnesses captured video and photos of a tornado south of Glenbain. With no damage reported or visible during satellite imagery review, event assessed as default EF0.",,,,,,,1630,Supercell,,,N/A,,,4,7,2230,CST,0,,No,-106.967,49.753
546,d8d24593-109c-4c4e-8a13-5ac4fb2f3a83,2020,Meyronne,final_classification_completed,final_rating_completed,tornado_over_land,twitter_eg_ntp_hashtag,Estimated start of tornado,Saskatchewan,satellite,ef1,,,"Multiple witnesses captured video and photos of a tornado north of Meyronne, where structural and tree damage was reported. Damage assessed as EF1, with an estimated max. wind speed of 155 km/h. Information available insufficient to accurately estimate entire track length and max. path width, although damage locations indicate damage path is at least 7 km. ",,,,,,155,1640,Supercell,FR12/DOD-4 (EXP),,N/A,,,4,7,2240,CST,0,,No,-106.894,49.7260000000001
547,09594cfc-6aff-4584-8bda-8a9016ffcaaf,2020,Assiniboia,final_classification_completed,final_rating_completed,tornado_over_land,twitter_eg_ntp_hashtag,Estimated start of tornado,Saskatchewan,satellite,ef0,yes,,"Multiple witnesses captured video and photos of a tornado south of Assiniboia, where isolated structural damage was reported. Damage assessed as EF0, with an estimated max. wind speed of 90 km/h. Satellite imagery review revealed no visible damage. Information available insufficient to accurately estimate track length, max. path width and tornado motion.",,,,,,90,1824,Supercell,C-FSGB/DOD-1 (EXP),,N/A,,,4,7,24,CST,0,,No,-106.053,49.5260000000001
548,a9287148-d992-466d-8d3a-2edbd98eea3a,2020,Brooks,final_classification_completed,final_rating_completed,tornado_over_land,twitter_eg_ntp_hashtag,Estimated tornado location,Alberta,satellite,default_ef0,,,"Witnesses captured video and photos of a tornado north of Brooks. With no damage reported or visible during satellite imagery review, event assessed as default EF0.",,,,,,,2005,Supercell,,,N/A,,,7,7,205,MDT,0,,No,-111.944,50.6410000000001
549,e45de57a-935c-48f9-8cea-c7f7f7a34dd0,2020,Sept-Iles,final_classification_completed,final_rating_completed,downburst,eccc_eg_forwarded_report,Damage area,Quebec,satellite,ef0,,,"Reports of tree damage and tossed debris following a storm passing through the Sept-Iles area. Increased surface temperatures were recorded by local stations accompanying strong wind gusts from the storm, which may be indicative of an embedded dry microburst. Satellite imagery review revealed weak downburst damage.",,,,,,130,1730,,C-T/DOD-4 (LB+),,N/A,,,18,6,2130,EDT,,,No,-66.2807999999999,50.2912000000001
550,1c921afc-e391-4e86-8b99-59a9ea771844,2020,Sunnybrae,final_classification_completed,,non_tornadic_vortex,media_article_eg_stratford_beac,Estimated event location,British Columbia,satellite,negligible_none,yes,,Witness captured photos of a sub-tornadic vortex in the Sunnybrae area. No evidence of vortex contact with surface (unclear if vortex is over water or land). No damage reported and satellite imagery review did not reveal any visible damage.,,sub_tornadic_vortex,,,,,1715,,,,N/A,,,4,7,15,PDT,,,No,-119.26,50.76
551,8f33c586-adbf-4b66-8b91-ee9269ceef5f,2020,Stratton/North Branch,final_classification_completed,final_rating_completed,downburst,ntp_email_eg_ntpuwoca,Damage area,Ontario,satellite,ef1,yes,,"Report of structural and tree damage following a storm passing through the Stratton and North Branch areas. Satellite imagery review revealed downburst damage. Damage assessed as EF1, with an estimated max. wind speed of 150 km/h.",,,,,,150,600,,SBO/DOD-8 (LB),,N/A,,,9,6,1100,CDT,,,No,-94.1829999999999,48.7830000000001
552,f0601ba5-00b0-4f92-8881-8a50f3ef1857,2020,Keoma,final_classification_completed,final_rating_completed,tornado_over_land,twitter_eg_ntp_hashtag,Estimated tornado location,Alberta,satellite,default_ef0,,,"Witness captured photos of a landspout tornado east of Keoma. With no damage reported or visible during satellite imagery review, event assessed as default EF0.",,,,,,,1707,Landspout,,,N/A,,,7,7,2307,MDT,0,,No,-113.565,51.21
553,ed81d24d-abef-44f5-8576-ffa6be9d6f00,2020,Acme,final_classification_completed,final_rating_completed,tornado_over_land,"twitter_eg_ntp_hashtag,eccc_eg_forwarded_report",Estimated tornado location,Alberta,satellite,default_ef0,,,"Witness captured video of a tornado west of Acme. With no damage reported or visible during satellite imagery review, event assessed as default EF0.",,,,,,,1745,Landspout,,,N/A,,,7,7,2345,MDT,0,,No,-113.67,51.5500000000001
554,bdb94067-7c75-4808-8c61-e2fb20269fc0,2020,Trochu,final_classification_completed,final_rating_completed,tornado_over_land,"twitter_eg_ntp_hashtag,eccc_eg_forwarded_report",Estimated tornado location,Alberta,satellite,default_ef0,,,"Witness captured video of a tornado west of Trochu. With no damage reported or visible during satellite imagery review, event assessed as default EF0.",,,,,,,1900,Landspout,,,N/A,,,7,7,100,MDT,0,,No,-113.3,51.8600000000001
555,da93487d-18b4-4cb2-808a-dbc5df48f3ce,2020,Springbank,final_classification_completed,final_rating_completed,non_tornadic_vortex,twitter_eg_ntp_hashtag,Estimated event location,Alberta,satellite,negligible_none,yes,,"Witness captured video of a vortex-funnel cloud aloft, with the ground below the funnel cloud obscured from view. No damage reported and satellite imagery review did not reveal any visible damage.",,vortex_funnel_cloud_aloft,,,,,1530,,,,N/A,,,7,7,2130,MDT,,,No,-114.381999999998,51.1049999999992
556,c2945de0-25c5-432a-8b7d-7518840dd395,2020,Hazenmore,final_classification_completed,final_rating_completed,downburst,twitter_eg_ntp_hashtag,Damage area,Saskatchewan,satellite,ef0,yes,,"Structural and tree damage was reported in Hazenmore and surrounding areas following a storm passing through. Event classified as a downburst, with EF0 damage (max. wind speed of 115 km/h). Satellite imagery review did not reveal any visible damage. ",,,,,,115,1830,QLCS,C-T/DOD-3 (EXP),,N/A,,,7,7,30,CST,,,No,-107.136229397,49.686865326
557,8801dcac-aeda-4fa8-8489-2724dda2658f,2020,Milton,final_classification_completed,final_rating_completed,tornado_over_land,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated start of tornado,Ontario,satellite,default_ef0,yes,,"Witnesses captured videos and photos of a tornado south of Milton. With no damage reported or visible during satellite imagery review, event assessed as default EF0.",,,,,,,2020,QLCS,,,N/A,,,10,7,20,EDT,0,,No,-79.86,43.4760000000001
558,0837e74b-0c50-4e14-8085-e629fb3fabcf,2020,Bengough,final_classification_completed,final_rating_completed,unclassified_visual_vortex,facebook_eg_instant_weather,Estimated event location,Saskatchewan,satellite,negligible_none,yes,,"Witness captured a photo of a vortex attached to cloud base northeast of Bengough, SK. Nature of vortex contact with the surface is not clear as view was obscured to witnesses and in the imagery provided. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1745,,,,N/A,,,10,7,2345,CST,,,No,-105.11,49.4100000000001
559,d11c9194-7860-4580-86b1-303f67bfdd52,2020,Haley Station,final_classification_completed,final_rating_completed,downburst,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Damage area,Ontario,satellite,ef0,yes,,Tree damage reported near Haley Station and further south near Renfrew following a storm passing through the area. Satellite imagery review did not reveal any visible damage. Event assessed as an EF0 downburst.,,,,,,95,1615,,C-T/DOD-3 (LB+),,N/A,,,2,7,2015,EDT,,,No,-76.812,45.5840000000001
560,3d249e41-58c8-403e-83f7-596cf27342f2,2020,Almonte,final_classification_completed,final_rating_completed,unclassified_visual_vortex,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated event location,Ontario,satellite,negligible_none,yes,,"Witnesses captured video of a vortex attached to cloud base near Almonte. Nature of vortex contact with the surface is not clear as view was obscured to witnesses and in the imagery provided. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1500,,,,N/A,,,11,7,1900,EDT,,,No,-76.16,45.27
561,711c1feb-8232-46e9-867f-63cae16158ea,2020,Niagara Falls,final_classification_completed,final_rating_completed,non_tornadic_vortex,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated event location,Ontario,satellite,negligible_none,yes,,"Witness captured video and photos of a funnel cloud aloft from several locations, including Niagara Falls, Welland and Thorold. No evidence of vortex contact with the surface. No damage reports at this time and satellite imagery review revealed no visible damage.",,vortex_funnel_cloud_aloft,,,,,1030,,,,N/A,,,11,7,1430,EDT,,,No,-79.1399999999987,43.0899999999993
562,e63c26c2-4ce6-4b5a-8bd3-8342b4a42de7,2020,Hawkesbury,final_classification_completed,final_rating_completed,downburst,eccc_eg_forwarded_report,Damage area,Ontario,satellite,ef1,yes,,Tree damage reported following a storm passing through the Hawkesbury area. Satellite imagery review also revealed visible tree damage. Event assessed as an EF1 downburst. ,,,,,,150,1700,QLCS,C-T/DOD-4 (EXP),,N/A,,,10,7,2100,EDT,,,No,-74.5805999999999,45.5818000000001
563,a23ece19-69c2-4eec-8b90-f18030f974a5,2020,Nanton,final_classification_completed,final_rating_completed,tornado_over_land,"twitter_eg_ntp_hashtag,the_weather_network_eg_field_re",Start of damage track,Alberta,satellite,ef1,,,"Multiple witnesses captured video and photos of a tornado west of Nanton. Structural damage at a property was assessed as EF1, with an estimated max. wind speed of 150 km/h. Satellite imagery review revealed a damage path through crops approx. 3.0 km long, with estimated max. width of 100 m. Tornado motion was from the W (approx. 270 degrees).",,,,3,100,150,1313,Supercell,SBO/DOD-5 (EXP),,N/A,,270,12,7,1913,MDT,0,,No,-114.0217,50.3233000000001
564,00fcd58b-fa9d-414a-8b8d-2a034b103894,2020,Lake Nipissing,final_classification_completed,final_rating_completed,tornado_over_water,twitter_eg_ntp_hashtag,Estimated tornado location,Ontario,satellite,default_ef0,,,Witness captured a photo of a tornado over Lake Nipissing. No damage reported and satellite imagery review revealed no visible damage along the shoreline.,,,,,,,1130,,,,N/A,,,11,7,1530,EDT,0,,No,-79.9,46.26
565,cd7f173a-b98f-46d2-8d0a-aeb39a1a581d,2020,Hamilton,final_classification_completed,final_rating_completed,unclassified_wind_damage,twitter_eg_ntp_hashtag,Damage area,Ontario,satellite,ef0,yes,,"Localized tree damage reported in Hamilton Beach, associated with storm passing through area. Satellite imagery review revealed no visible damage. Assessed as unclassified wind damage.",,,,,,115,2000,,C-T/DOD-3 (EXP),,N/A,,,10,7,0,EDT,,,No,-79.7831721049999,43.2750332160001
566,aeb8e08d-d49a-47c6-8787-eddb08558096,2020,Greenway,final_classification_completed,final_rating_completed,downburst,twitter_eg_ntp_hashtag,Damage area,Ontario,satellite,ef0,yes,,"Weak tree damage reported following a storm passing through Greenway toward Crediton. Event assessed as a downburst, causing EF0 damage (estimated max. wind speed 115 km/h). Satellite imagery review did not reveal any visible damage.",,,,,,115,1630,QLCS,C-T/DOD-3 (EXP),,N/A,,,10,7,2030,EDT,,,No,-81.712,43.244
567,fed83482-b489-40ae-8a2e-4be0b0163b7d,2020,Toronto,final_classification_completed,final_rating_completed,downburst,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Damage area,Ontario,satellite,ef0,yes,,"Tree damage reported following a storm passing through Toronto, impacting several areas including York and Etobicoke. Event assessed as a downburst, causing EF0 damage (estimated max. wind speed 90 km/h). Satellite imagery review did not reveal any visible damage.",,,,,,90,1450,,C-T/DOD-2 (EXP),,N/A,,,8,7,1850,EDT,,,No,-79.501,43.6770000000001
568,452bbb16-0740-4546-8dd8-a87f477a627b,2020,Red Deer,final_classification_completed,final_rating_completed,tornado_over_land,facebook_eg_instant_weather,Estimated tornado location,Alberta,satellite,default_ef0,,,"Witness reported a tornado near Red Deer and captured photos of the associated vortex-funnel cloud aloft. With no damage reported or visible during satellite imagery review, event assessed as default EF0.",,,,,,,1804,Landspout,,,N/A,,,7,7,4,MDT,0,,No,-113.742,52.2310000000001
569,56e819cd-19bb-4039-8b80-c169fc3b303c,2020,Dauphin,final_classification_completed,final_rating_completed,non_tornadic_vortex,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated event location,Manitoba,,negligible_none,,,Witnesses captured video and photos of a funnel cloud aloft. No evidence of vortex contact with the surface at this time and no damage reported.,,vortex_funnel_cloud_aloft,,,,,1545,,,,N/A,,,13,7,2045,CDT,,,No,-100.019999999998,51.1399999999992
570,51306616-a858-4c9b-83ea-26b5266f985b,2020,Altona,final_classification_completed,final_rating_completed,downburst,twitter_eg_ntp_hashtag,Damage area,Manitoba,satellite,ef1,,,Structural and tree damage reported northeast of Altona and in Sommerfeld following a storm passing through. Satellite imagery review did not reveal any visible damage. Event assessed as an EF1 downburst (estimated max. wind speed of 150 km/h).,,,,,,150,1530,QLCS,SBO/DOD-8 (LB),,N/A,,,13,7,2030,CDT,,,No,-97.4481,49.0679
571,6b5ecf9e-a501-4b22-87c4-1953bf5b16fb,2020,Saint Joseph,final_classification_completed,final_rating_completed,non_tornadic_vortex,twitter_eg_ntp_hashtag,Estimated event location,Manitoba,satellite,negligible_none,,,Witnesses captured a photo of a funnel cloud aloft southeast of Saint Joseph (also seen from Letellier). No evidence of vortex contact with the surface. No damage reported and satellite imagery review revealed no visible damage.,,vortex_funnel_cloud_aloft,,,,,1500,,,,N/A,,,13,7,2000,CDT,,,No,-97.3399999999983,49.1099999999992
572,6d1e0a96-ae4f-4a64-821f-57c230311178,2020,Tolstoi,final_classification_completed,final_rating_completed,downburst,"twitter_eg_ntp_hashtag,media_article_eg_stratford_beac",Damage area,Manitoba,satellite,ef1,,,"Structural and tree damage reported south of Tolstoi, and tree damage also reported nearby in Gardenton. Satellite imagery review revealed isolated areas of visible tree damage south of Tolstoi. Event assessed as an EF1 downburst (estimated max. wind speed of 155 km/h).",,,,,,155,1645,QLCS,FR12/DOD-4 (EXP),,N/A,,,13,7,2145,CDT,,,No,-96.82495,49.0496
573,60a2cf00-1f1c-40c7-8616-9a93422992d6,2020,Brantford,final_classification_completed,final_rating_completed,tornado_over_land,"twitter_eg_ntp_hashtag,the_weather_network_eg_field_re",Estimated tornado location,Ontario,satellite,default_ef0,yes,,"Witnesses captured video and photos of a tornado west of Brantford. With no damage reported or visible during satellite imagery review, event assessed as default EF0.",,,,,,,1746,Supercell,,,N/A,,,16,7,2146,EDT,0,,No,-80.348,43.1370000000001
574,da896421-8983-40bc-8b62-9f301f82d4ba,2020,Millet,final_classification_completed,final_rating_completed,downburst,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Damage area,Alberta,satellite,ef1,,,"Structural and tree damage was reported in the Millet area following a storm passing through. Satellite imagery review also confirmed weak tree damage, particularly just west of the community. Event classified as an EF1 downburst, with an estimated max. wind speed of 145 km/h, and approx. track length of 8 km and max. path width of 3 km. ",,,,,,145,1730,,SBO/DOD-4 (EXP),,N/A,,,16,7,2330,MDT,,,No,-113.4677,53.091
575,6e421b5f-2ace-486d-863b-fea53885fc08,2020,Manawan,final_classification_completed,final_rating_completed,tornado_over_land,"twitter_eg_ntp_hashtag,media_article_eg_stratford_beac",Estimated tornado location,Quebec,satellite,default_ef0,,,"Witnesses captured video of a tornado in the Manawan area. With no damage reported or visible during satellite imagery review, event assessed as default EF0.",,,,,,,1830,Landspout,,,N/A,,,16,7,2230,EDT,0,,No,-74.39,47.2230000000001
576,d5b9e2d3-0ae3-4222-8eaa-f5a33eabba75,2020,Drummondville,final_classification_completed,final_rating_completed,non_tornadic_vortex,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated event location,Quebec,satellite,negligible_none,yes,,Witnesses captured video of vortex-funnel cloud aloft in the Drummondville area. No evidence of vortex contact with the surface. No damage reported and satellite imagery review revealed no visible damage.,,vortex_funnel_cloud_aloft,,,,,2100,,,,N/A,,,13,7,100,EDT,,,No,-72.42,45.8600000000001
582,cf5d334a-c3fa-45cc-8007-5f39e1eedd64,2020,Treherne,final_classification_completed,final_rating_completed,downburst,"twitter_eg_ntp_hashtag,media_article_eg_stratford_beac",Damage area,Manitoba,satellite,ef1,yes,,Structural and tree damage reported in the Treherne and Rathwell areas after storms passed through early in the morning. Satellite imagery review revealed tree damage. Event assessed as an EF1 downburst.,,,,,,145,415,QLCS,C-T/DOD-5 (LB),,N/A,,,17,6,915,CDT,,,No,-98.6571,49.6633
585,4be3fcfc-607e-42d4-89a8-20048cb9378a,2020,Kenville,final_classification_completed,final_rating_completed,tornado_over_land,"twitter_eg_ntp_hashtag,eccc_eg_forwarded_report",Estimated tornado location,Manitoba,satellite,default_ef0,,,"Witness captured a photo of a tornado southeast of Kenville (associated vortex-funnel cloud aloft was also seen from the Swan River area). With no damage reported or visible during satellite imagery review, event assessed as default EF0.",,,,,,,1915,Landspout,,,N/A,,,17,7,15,CDT,0,,No,-101.239,51.934
586,b14c58af-ee7e-4b57-831a-c0783205b77e,2020,Belmont,final_classification_completed,final_rating_completed,tornado_over_land,"twitter_eg_ntp_hashtag,other",Start of damage track,Ontario,"satellite,ground,drone",ef0,yes,yes,"Damage reported to structures and trees in the Belmont area. Ground and drone survey completed July 20, 2020. Damage assessed as EF0, with an estimated max. wind speed of 125 km/h, track length of 9.27 km and max. path width of 90 m. Tornado motion was from the WNW (approx. 300 degrees). Satellite imagery review did not reveal any visible damage.",https://westernu.maps.arcgis.com/apps/opsdashboard/index.html#/ff188dcc47fa48c097b3a3a9ba77fb48,,,9.27,90,125,1140,QLCS,FR12/DOD-2 (EXP),,N/A,,300,19,7,1540,EDT,0,,Yes,-81.1623999999999,42.9186
587,7fc093a3-c039-4d1b-876e-f2edf2da45cb,2020,Lucan,final_classification_completed,final_rating_completed,tornado_over_land,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Start of damage track,Ontario,"satellite,ground,drone",ef1,yes,yes,"Damage reported to structures and trees north of Lucan. Ground and drone survey completed July 20, 2020. Damage assessed as EF1, with an estimated max. wind speed of 135 km/h, track length of 2.55 km and max. path width of 200 m. Tornado motion was from the W (approx. 260 degrees). Weak downburst damage was also assessed in the area. Satellite imagery review revealed no visible damage.",https://westernu.maps.arcgis.com/apps/opsdashboard/index.html#/2e483c3294b94a6eb8451c4027b74cc2,,,2.55,200,135,1108,QLCS,C-FSGB/DOD-2 (EXP),,N/A,,260,19,7,1508,EDT,0,,Yes,-81.4648,43.2516000000001
588,084728aa-49c4-47d4-87f9-4cac469b3e31,2020,L. Huron (Brights Grove),final_classification_completed,final_rating_completed,tornado_over_water,twitter_eg_ntp_hashtag,Estimated tornado location,Ontario,satellite,default_ef0,yes,,"Witness in Brights Grove captured photos of a tornado over Lake Huron. No damage reported at this time, and satellite imagery review along the shoreline revealed no visible damage. Event assessed as default EF0.",,,,,,,1030,QLCS,,,N/A,,,19,7,1430,EDT,,,No,-82.253,43.0810000000001
589,ac663859-e113-4cc0-8ca5-06a3c27b727f,2020,Beachville,final_classification_completed,final_rating_completed,tornado_over_land,"twitter_eg_ntp_hashtag,the_weather_network_eg_field_re,other",Start of damage track,Ontario,"satellite,ground,drone",ef1,yes,yes,"Damage was reported to structures and trees in the Beachville area. An NTP ground and drone survey was completed on July 21, 2020. Damage was assessed as EF1, with an estimated max. wind speed of 150 km/h, track length of 2.88 km and max. path width of 100 m. Tornado motion was from the WSW (approx. 255 degrees). Satellite imagery review revealed some crop damage and weak tree damage within the tornado path. ",https://westernu.maps.arcgis.com/apps/opsdashboard/index.html#/b177b6a3369e49a192b6b87472f3003d,,,2.88,100,150,1144,QLCS,C-T/DOD-4 (EXP),,N/A,,255,19,7,1544,EDT,0,,Yes,-80.8541999999999,43.0956
590,0b75f937-c8da-486e-818d-edc4ddeeee69,2020,Avonbank,final_classification_completed,final_rating_completed,downburst,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Damage area,Ontario,"satellite,ground,drone",ef0,yes,yes,"Damage reported to structures and trees in the Avonbank area and further east toward Tavistock. Ground and drone survey completed July 21, 2020. Event classified as an EF0 downburst, with an estimated max. wind speed of 115 km/h, track length of 18.5 km and max. path width of 2.8 km. The downburst damage area is well-aligned with a radar-detected mesovortex track. Satellite imagery review revealed no visible damage.",https://westernu.maps.arcgis.com/apps/opsdashboard/index.html#/f17d53ece07143e79307d55e1ac9d73c,,,18.5,2800,115,1125,QLCS,C-T/DOD-3 (EXP),,N/A,,,19,7,1525,EDT,,,Yes,-81.0411,43.3279
591,3939f67b-8c40-49a0-8590-4ac10f7f42ad,2020,Gads Hill,final_classification_completed,final_rating_completed,tornado_over_land,ntp_web_form_eg_uwocantp,Start of damage track,Ontario,"satellite,ground,drone",ef1,yes,yes,"Damage reported to structures and trees in the Gads Hill area. Ground and drone survey completed July 21, 2020. Damage assessed as EF1, with an estimated max. wind speed of 150 km/h, track length of 3.87 km and max. path width of 260 m. Tornado motion was from the WNW (approx. 295 degrees). Satellite imagery review revealed some areas of crop damage along the tornado path.",https://westernu.maps.arcgis.com/apps/opsdashboard/index.html#/717312e2daae47768c536e6ebcfc266b,,,3.87,260,150,1132,QLCS,SBO/DOD-8 (LB),,N/A,,295,19,7,1532,EDT,0,,Yes,-80.9270999999999,43.4756
592,e15a7f58-fd2f-461c-8295-33fdfd3eb9c5,2020,Molesworth,final_classification_completed,final_rating_completed,downburst,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather,other",Damage area,Ontario,satellite,ef0,,,"Damage reported to structures and trees north of Molesworth, and further east toward Palmerston and Arthur. Event classified as an EF0 downburst, with an estimated max. wind speed of 120 km/h, track length of 53 km and max. path width of 3 km. The downburst damage area is well-aligned with a radar-detected mesovortex track. Satellite imagery review did not reveal any visible damage.",,,,53,3,120,1115,QLCS,SBO/DOD-2 (EXP),,N/A,,,19,7,1515,EDT,,,No,-81.0955,43.8107000000001
593,b2b66c21-8e6f-4251-8895-ab6844977e84,2020,Wiarton,final_classification_completed,final_rating_completed,unclassified_wind_damage,"ntp_web_form_eg_uwocantp,eccc_eg_forwarded_report",Damage area,Ontario,satellite,ef0,yes,,Damage reported to structures and trees south of Wiarton following a storm passing through. Satellite imagery review revealed no visible damage. Assessed as unclassified wind damage.,,,,,,90,1000,QLCS,C-T/DOD-2 (EXP),,N/A,,,19,7,1400,EDT,,,No,-81.1015,44.7015000000001
594,21f81033-96a8-4647-8646-8e82f5a3952a,2020,Bayfield,final_classification_completed,final_rating_completed,downburst,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Damage area,Ontario,satellite,ef0,yes,,"Damage reported to trees and debris tossed in Bayfield and south of Goderich following a storm passing through. Event assessed as a downburst, causing EF0 damage (estimated max. wind speed 115 km/h). Satellite imagery review revealed faint tree damage visible in the Bayfield area.",,,,,,115,1045,QLCS,C-T/DOD-3 (EXP),,N/A,,,19,7,1445,EDT,,,No,-81.696,43.561
595,aea6c411-9bbf-4597-8e4d-88b648d2d77a,2020,Stoney Point,final_classification_completed,final_rating_completed,downburst,"twitter_eg_ntp_hashtag,other",Damage area,Ontario,satellite,ef0,yes,,"Damage reported to structures and trees in the Stoney Point area following a storm passing through. Event assessed as a downburst, causing EF0 damage (estimated max. wind speed 115 km/h). Satellite imagery review revealed no visible damage.",,,,,,115,1430,QLCS,C-T/DOD-3 (EXP),,N/A,,,19,7,1830,EDT,,,No,-82.5289999999999,42.3100000000001
596,bec4eaf3-4d11-4290-8ec0-d6bab6f9c6aa,2020,Watford,final_classification_completed,final_rating_completed,downburst,twitter_eg_ntp_hashtag,Damage area,Ontario,satellite,ef0,yes,,Structural and tree damage reported south of Watford following a storm passing through. Satellite imagery review revealed no visible damage. Event assessed as an EF0 downburst (estimated max. wind speed of 90 km/h). ,,,,,,90,1100,QLCS,C-T/DOD-2 (EXP),,N/A,,,19,7,1500,EDT,,,No,-81.893,42.8860000000001
597,f4b47c1c-2ce0-4c4a-8c06-bc882de56f3a,2020,Eden Mills,final_classification_completed,final_rating_completed,tornado_over_land,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Start of damage track,Ontario,"satellite,drone",ef1,yes,yes,"Tree and minor structural damage was reported in Eden Mills after a storm passed through the area. Satellite imagery review revealed visible tree damage and an NTP drone survey was completed October 8, 2020. Damage assessed as EF1, with an estimated max. wind speed of 150 km/h, track length of 1.17 km and max. path width of 70 m. Tornado motion was from the W (approx. 265 degrees).",https://ntpopendata-westernu.opendata.arcgis.com/apps/eden-mills-on-july-19-2020-event-summary-map/explore,,,1.17,70,150,1223,QLCS,C-T/DOD-4 (EXP),,N/A,,265,19,7,1623,EDT,0,,Yes,-80.1544,43.5693000000001
598,8d8ffe26-7831-4266-80dc-b86a0ef2ad6c,2020,Blyth,final_classification_completed,final_rating_completed,tornado_over_land,"twitter_eg_ntp_hashtag,other",Start of damage track,Ontario,satellite,ef1,,,"Damage was reported to structures and trees northeast of Blyth. A narrow path of tornado damage was identified and assessed as EF1, with an estimated max. wind speed of 135 km/h, track length of 8.64 km and max. path width of 50 m. Tornado motion was from the WNW (approx. 295 degrees). Satellite imagery review revealed some areas of crop damage along the path.",,,,8.64,50,135,1059,QLCS,SBO/DOD-7 (LB),,N/A,,295,19,7,1459,EDT,0,,No,-81.4306,43.7689
599,19d4fdd8-d2a7-4a83-8d59-158cc9b1a02c,2020,Brussels,final_classification_completed,final_rating_completed,downburst,"twitter_eg_ntp_hashtag,other",Damage area,Ontario,satellite,ef0,,,"Damage reported to trees in the Brussels area and further east to Cranbrook. Event classified as an EF0 downburst, with an estimated max. wind speed of 130 km/h, track length of 11 km and max. path width of 5 km. The downburst damage area is well-aligned with a radar-detected mesovortex track. Satellite imagery review did not reveal any visible damage.",,,,,,130,1115,QLCS,FR12/DOD-2 (EXP+),,N/A,,,19,7,1515,EDT,,,No,-81.289,43.7237000000001
